historical_campaign_id,campaign_name,industry,campaign_type,audience_type,channels,budget,audience_size,treated_count,control_count,treated_conversion_rate,control_conversion_rate,incremental_lift_points,relative_uplift_percent,revenue_per_conversion,campaign_revenue,negative_response_rate,unsubscribe_rate,complaint_rate,notes
HIST_0431,Halcyon Beauty Q1 2026 - Trial Conversion Push,B2C Retail,Trial-to-Paid Conversion,Broad,paid media,253500,1422059,1139330,282729,5.62,0.75,4.87,649.3,110,3287896.7,0.8,0.6,0.15,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0432,Orbit Connect Back-to-School - Upsell Wave,Telecom,Upsell,Specific,"Direct Mail, Paid Search, Display, SMS, OOH",325000,465522,363001,102521,5.73,4.34,1.39,32.0,470,9671002.89,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0433,Nimbus Mobile v6 - Upsell Wave,Telecom,Upsell,Specific,social,560000,268633,206370,62263,8.31,6.39,1.92,30.0,470,3923978.68,0.8,0.6,0.15,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0434,BrightArc University v5 - Awareness #2,Education,Awareness,Broad,"YouTube, Webinar, Paid Search, Email",94000,395077,315708,79369,26.37,3.09,23.28,753.4,360,3468872.24,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0435,Glide Cruises Tax Season - Renewal Drive,Travel,Renewal,Broad,performance marketing,355000,733621,592308,141313,80.88,75.52,5.36,7.1,880,250109688.58,0.8,0.6,0.15,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0436,MediBridge Holiday - App Adoption,Healthcare,App Adoption,Specific,"PR, Email",78000,376576,300229,76347,134225.21,15.45,134209.76,868671.6,540,181646896157.87,1.4,0.7,0.22,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0437,ZestMart Tax Season - Seasonal Promo,E-commerce,Seasonal Promotion,Broad,"Email, Paid Social (Meta), Paid Search, Display, Push Notifications",230000,996508,809050,187458,2.96,1.96,1.0,51.0,95,281.2,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0438,FutureStack Conference 2026 - Upsell Wave,Events,Upsell,Broad,"Paid Social (LinkedIn), Organic Social",77000,281253,216390,64863,9.52,8.01,1.51,18.9,520,9265812.19,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0439,Beacon Life US - Trial Conversion Push,Insurance,Trial-to-Paid Conversion,Broad,paid media,609500,721803,586057,135746,17.49,14.32,3.17,22.1,780,13642.2,1.4,0.9,0.27,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0440,FitFuel Tax Season - Retention Sprint,Consumer Subscription,Retention,Specific,"Email, Paid Social (Meta)",169000,230880,186193,44687,78.25,71.89,6.36,8.8,140,16832357.5,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0441,Helix Advisory Open Enrollment - Win-Back,Professional Services,Customer Reactivation,Broad,"Email, PR, Webinar, Paid Social (LinkedIn), Content Syndication",71000,35446,28516,6930,12.96,1.67,11.29,676.0,1800,6690936.96,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0442,Quanta Reports Cyber Monday - Seasonal Promo,B2B SaaS,Seasonal Promotion,Specific,"Paid Search, Content Syndication, Account-Based Marketing",58500,43021,32741,10280,4.33,3.58,0.75,20.9,1200,1435083.24,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0443,Cohort Hub 2026 - Seasonal Promo,Education,Seasonal Promotion,Specific,"YouTube, Email",34000,205863,162161,43702,3.35,3.09,0.26,8.4,360,113900.0,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0444,WrapNorth - Retention Sprint,E-commerce,Retention,Broad,social and email,220000,1601144,1307807,293337,78.75,72.72,6.03,8.3,95,7481.25,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0445,Lumen Home v4 - Cross-sell Drive,B2C Retail,Cross-sell,Specific,"Display, Email, Paid Social (Meta), OOH",438000,865367,701661,163706,5.45,0.83,4.62,556.6,110,3726186.25,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0446,Hearth&Home Box Fall - Upsell Wave,Consumer Subscription,Upsell,Broad,"Push Notifications, Paid Social (Meta)",150000,433118,349481,83637,5.64,2.27,3.37,148.5,140,1952759.76,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0447,MintRail v4 - Awareness,Fintech,Awareness,Specific,"Influencer, Push Notifications, In-app, Email",45000,222187,172363,49824,42.38,35.14,7.24,20.6,420,3433585.56,1.4,0.7,0.22,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0448,PayLane Summer - Cross-sell Drive,Fintech,Cross-sell,Broad,digital,200000,341869,269462,72407,8.32,7.38,0.94,12.7,420,4467904.9,1.4,0.9,0.27,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0449,Sterling Federal Summer - Launch,Banking,Product Launch,Specific,"Email, Programmatic, Paid Search, Display",410000,385655,296368,89287,4.75,1.0,3.75,375.0,650,9114855.75,1.4,0.7,0.22,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0450,ZestMart v8 - Trial Conversion Push,E-commerce,Trial-to-Paid Conversion,Broad,"Email, Display, SMS, Affiliate, Push Notifications",395000,982051,802690,179361,5.76,1.42,4.34,305.6,95,3942203.9,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0451,MediBridge v2 - Loyalty Boost,Healthcare,Loyalty,Broad,"Display, PR",460000,621467,488852,132615,41.94,35.23,6.71,19.0,540,86278070.48,1.4,0.7,0.22,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0452,FiberOne APAC - Renewal Drive,Telecom,Renewal,Broad,"SMS, OOH",265000,773211,591007,182204,81.19,77.32,3.87,5.0,470,156082221.6,0.8,0.6,0.15,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0453,CareNova 2026 - Upsell Wave,Healthcare,Upsell,Broad,paid media,194000,705913,578599,127314,4.49,2.8,1.69,60.4,540,2424.6,1.4,0.9,0.27,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0454,Hearth&Home Box v6 - Renewal Drive,Consumer Subscription,Renewal,Specific,digital,210000,104221,84422,19799,82.66,74.43,8.23,11.1,140,4510690.07,0.8,0.6,0.15,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0455,Velocity Wireless NA - Renewal Drive,Telecom,Renewal,Specific,email and ads,465000,548866,440053,108813,81.8,78.0,3.8,4.9,470,131568747.82,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0456,Lumio Wallet Back-to-School - Event Reg Push,Fintech,Event Registration,Broad,"Influencer, In-app",172500,368944,294385,74559,7.4,6.97,0.43,6.2,420,1276500.0,1.4,0.7,0.22,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0457,Insight Cloud Summer - Upsell Wave,B2B SaaS,Upsell,Broad,"Account-Based Marketing, Webinar, Content Syndication, Email, Paid Social (LinkedIn)",205000,86617,70322,16295,10.06,7.85,2.21,28.2,1200,8285617.2,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0458,InsureCon v8 - Event Reg Push #2,Events,Event Registration,Broad,digital,130000,383092,312209,70883,19.35,16.13,3.22,20.0,520,14416431.12,0.8,0.6,0.15,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0459,Pixie Pantry - Loyalty Boost,E-commerce,Loyalty,Broad,"Paid Search, Affiliate",130000,938827,753562,185265,38.23,35.57,2.66,7.5,95,21259324.52,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0460,Voyage&Co 2026 - Cross-sell Drive #2,Travel,Cross-sell,Broad,"Paid Social (Meta), Paid Search, Email, Connected TV",235000,419678,341185,78493,3.8,1.94,1.86,95.9,880,10448328.0,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0461,Apex Legal v7 - Event Reg Push,Professional Services,Event Registration,Broad,"Content Syndication, Webinar, PR, Email",89000,48765,38126,10639,8.11,6.74,1.37,20.3,1800,1059960.78,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0462,Vaulted Q2 2027 - Seasonal Promo,Fintech,Seasonal Promotion,Broad,"Paid Search, Email, Influencer, Push Notifications, In-app",310000,379018,292283,86735,3.39,1.43,1.96,137.1,420,1050900.0,1.4,0.7,0.22,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0463,InsureCon - Event Reg Push,Events,Event Registration,Specific,"Email, Webinar, Organic Social, Paid Social (LinkedIn), PR",91000,188135,150504,37631,14.24,11.52,2.72,23.6,520,11506985.15,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0464,AssureFirst US - Event Reg Push,Insurance,Event Registration,Specific,performance marketing,350000,275003,215198,59805,12.3,9.64,2.66,27.6,780,12637792.44,1.4,0.9,0.27,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0465,VivaHealth 2027 - Renewal Drive,Healthcare,Renewal,Specific,"Paid Search, Email",49000,291098,224655,66443,84.0,72.37,11.63,16.1,540,94806028.8,1.4,0.7,0.22,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0466,FitFuel - Launch,Consumer Subscription,Product Launch,Broad,email and ads,155000,392663,321916,70747,2998.97,2712.12,286.85,10.6,140,419855.8,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0467,ClearWave Q1 2026 - Retention Sprint,Telecom,Retention,Specific,email and ads,530000,414222,330333,83889,64.68,57.88,6.8,11.7,470,30399.6,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0468,Bundlr Summer - App Adoption,E-commerce,App Adoption,Broad,"Paid Social (Meta), Display, Email, Push Notifications",13000,1034438,802666,231772,88333.67,30.38,88303.29,290662.6,95,62349062214.7,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0469,Stratus ERP v7 - Loyalty Boost,B2B SaaS,Loyalty,Broad,social,190500,80392,61331,19061,28.02,23.92,4.1,17.1,1200,10109391.84,0.8,0.6,0.15,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0470,InsureCon ANZ - Launch,Events,Product Launch,Specific,"PR, Email, Organic Social, Paid Social (LinkedIn), Webinar",150000,195877,156870,39007,7806.79,2378.36,5428.43,228.2,520,4059530.8,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0471,Helix Advisory Q1 2027 - Trial Conversion Push,Professional Services,Trial-to-Paid Conversion,Broad,"Paid Social (LinkedIn), Webinar",68000,61711,49403,12308,6.3,1.26,5.04,400.0,1800,5024527.2,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0472,PageNest Back-to-School - App Adoption,Consumer Subscription,App Adoption,Specific,"Push Notifications, Influencer",230000,106864,83925,22939,21.35,20.41,0.94,4.6,140,1689711.59,0.8,0.6,0.15,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0473,GrowthSummit 2027 - Win-Back,Events,Customer Reactivation,Broad,"Email, Webinar, Organic Social",170000,322434,255775,66659,17.15,7.39,9.76,132.1,520,21077157.92,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0474,Sterling Federal Q2 2026 - Cross-sell Drive,Banking,Cross-sell,Specific,email and ads,110000,199827,161654,38173,9.54,7.96,1.58,19.8,650,1545189.98,1.4,0.7,0.22,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0475,AssureFirst 2026 - Cross-sell Drive,Insurance,Cross-sell,Broad,performance marketing,728000,457989,348892,109097,4.43,1.32,3.11,235.6,780,7580318.3,1.4,0.9,0.27,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0476,Edulane 2026 - Event Reg Push,Education,Event Registration,Specific,"YouTube, Webinar, Paid Social (Meta)",150000,190896,154923,35973,5634.52,11.4,5623.12,49325.6,360,2594358388.8,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0477,Northbeam Consulting Q2 2027 - Seasonal Promo,Professional Services,Seasonal Promotion,Specific,"Email, Webinar, PR, Paid Social (LinkedIn), Content Syndication",110000,32601,25456,7145,5.34,4.05,1.29,31.9,1800,507129.12,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0478,FutureStack Conference v3 - Event Reg Push,Events,Event Registration,Broad,digital,96000,343533,279695,63838,8.72,6.62,2.1,31.7,520,4534.4,0.8,0.6,0.15,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0479,Helix Advisory 2026 - Retention Sprint,Professional Services,Retention,Broad,social,92500,44213,36006,8207,2.63,2.36,0.27,11.4,1800,782766.9,0.8,0.6,0.15,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0480,Helix Advisory v4 - Cross-sell Drive,Professional Services,Cross-sell,Broad,"Content Syndication, PR, Email",20000,43909,35603,8306,11.2,2.81,8.39,298.6,1800,5930870.4,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0481,Bundlr EMEA - Launch,E-commerce,Product Launch,Broad,"Paid Social (Meta), SMS, Email, Push Notifications",325000,1046298,845115,201183,10144.27,4967.58,5176.69,104.2,95,963705.65,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0482,Northbeam Consulting Nordics - Renewal Drive,Professional Services,Renewal,Specific,"PR, Content Syndication, Webinar, Paid Social (LinkedIn)",42000,29564,23246,6318,59.13,1.54,57.59,3739.6,1800,23426123.4,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0483,Beacon Life EU - Renewal Drive,Insurance,Renewal,Specific,"Paid Search, Display, Email, Direct Mail, Radio",26000,336551,273015,63536,80.56,75.54,5.02,6.6,780,171127856.02,1.4,0.7,0.22,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0484,MarketRise - Renewal Drive,E-commerce,Renewal,Broad,"Email, Push Notifications, Paid Social (Meta), SMS",475000,988275,770144,218131,81.32,74.59,6.73,9.0,95,53233722.8,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0485,FutureStack Conference 2026 - Trial Conversion Push,Events,Trial-to-Paid Conversion,Broad,social and email,125000,232027,179132,52895,22.52,18.97,3.55,18.7,520,15514757.65,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0486,Bundlr Holiday - Cross-sell Drive,E-commerce,Cross-sell,Specific,"Display, SMS, Paid Search, Affiliate, Paid Social (Meta)",220000,482431,386160,96271,3.82,1.79,2.03,113.4,95,1313756.06,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0487,Beacon AI Black Friday - Lead Gen,B2B SaaS,Lead Generation,Broad,"Paid Search, Email, Content Syndication",151000,72339,55302,17037,5.53,2.56,2.97,116.0,1200,3384227.28,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0488,GrowthSummit - Lead Gen,Events,Lead Generation,Broad,"Organic Social, Paid Social (LinkedIn)",105000,500000,390533,109467,9.37,8.54,0.83,9.7,520,983850.0,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0489,VivaHealth v5 - App Adoption,Healthcare,App Adoption,Specific,"Display, Direct Mail",365000,314052,245734,68318,15.98,0.75,15.23,2030.7,540,18035114.29,1.4,0.7,0.22,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0490,SafeHarbor Insurance Q4 2026 - Cross-sell Drive,Insurance,Cross-sell,Specific,"Direct Mail, Display, Radio",150000,380733,300400,80333,4.09,2.54,1.55,61.0,780,613500.0,1.4,0.7,0.22,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0491,LearnRise Academy Q1 2026 - Lead Gen,Education,Lead Generation,Broad,"Email, Webinar",43000,408928,335041,73887,10.36,9.36,1.0,10.7,360,2190095.71,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0492,MarketRise US - Trial Conversion Push,E-commerce,Trial-to-Paid Conversion,Broad,"Push Notifications, Display, Paid Search, Affiliate",387000,1214350,980843,233507,16.72,13.19,3.53,26.8,95,13449062.22,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0493,Anchor National Q3 2027 - Lead Gen,Banking,Lead Generation,Specific,"Email, Programmatic, Display, Paid Search, Direct Mail",265000,168938,134130,34808,10.24,9.12,1.12,12.3,650,2713600.0,1.4,0.7,0.22,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0494,PageNest Q1 2026 - App Adoption,Consumer Subscription,App Adoption,Broad,email and ads,47000,499934,384258,115676,75360.49,27.64,75332.85,272550.1,140,32886654663.69,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0495,Pinecrest Trust Q4 2027 - Renewal Drive,Banking,Renewal,Broad,"Paid Search, Programmatic, Email, Direct Mail, Display",265000,847979,685038,162941,75.81,68.87,6.94,10.1,650,69029477.79,1.4,0.7,0.22,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0496,BrightArc University 2027 - Cross-sell Drive,Education,Cross-sell,Specific,"Paid Search, Paid Social (Meta), Webinar, Email, YouTube",91000,155109,124650,30459,7.39,3.33,4.06,121.9,360,3339174.46,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0497,Apex Legal Winter - Seasonal Promo,Professional Services,Seasonal Promotion,Broad,"Email, Content Syndication, Paid Social (LinkedIn), Webinar",26000,40524,31460,9064,1.82,0.98,0.84,85.7,1800,1023193.08,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0498,ZestMart - Seasonal Promo,E-commerce,Seasonal Promotion,Specific,email and ads,276500,821432,631872,189560,2.51,1.47,1.04,70.7,95,244250.06,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0499,Apex Tutoring Cyber Monday - Retention Sprint,Education,Retention,Broad,"YouTube, Webinar, Paid Social (Meta), Paid Search",170000,337211,264551,72660,52.97,3.13,49.84,1592.3,360,47873798.68,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0500,ShopHaven Cyber Monday - Win-Back,E-commerce,Customer Reactivation,Specific,paid media,235000,863415,656231,207184,7.8,7.15,0.65,9.1,95,1833000.0,0.8,0.6,0.15,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0501,SafeHarbor Insurance - Renewal Drive,Insurance,Renewal,Specific,"Display, Email",193500,320929,261728,59201,79.79,73.02,6.77,9.3,780,132922831.24,1.4,0.7,0.22,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0502,Quanta Strategy Open Enrollment - App Adoption,Professional Services,App Adoption,Broad,"Paid Social (LinkedIn), Webinar",64000,48777,38327,10450,61826.23,10.87,61815.36,568678.6,1800,38973895214.94,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0503,GlowCrate - Retention Sprint,Consumer Subscription,Retention,Specific,"Email, In-app, Paid Social (Meta), Push Notifications, Influencer",260000,109276,88159,21117,1.64,1.52,0.12,7.9,140,193541.32,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0504,Cohort Hub 2026 - Lead Gen,Education,Lead Generation,Specific,online,35000,172319,133654,38665,1503.02,9.38,1493.64,15923.7,360,348714467.78,0.8,0.6,0.15,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0505,Pulse Primary 2026 - Renewal Drive,Healthcare,Renewal,Specific,"Display, PR",440000,281499,226873,54626,81.34,76.5,4.84,6.3,540,75793685.69,1.4,0.7,0.22,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0506,Velocity Wireless Nordics - Awareness,Telecom,Awareness,Specific,"Paid Search, Email",420000,386799,306021,80778,26.62,1.8,24.82,1378.9,470,4169614.22,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0507,Orbit Connect Holiday - Lead Gen,Telecom,Lead Generation,Specific,performance marketing,140000,361389,283896,77493,367.17,5.73,361.44,6307.9,470,298727125.39,0.8,0.6,0.15,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0508,Saltwater Co. Q1 2027 - Awareness,B2C Retail,Awareness,Specific,"Connected TV, Email, SMS, Paid Social (Meta)",100000,841304,679203,162101,50.34,44.63,5.71,12.8,110,3897879.96,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0509,Pinecrest Trust 2027 - Event Reg Push,Banking,Event Registration,Broad,email and ads,724000,630779,497550,133229,14.4,12.48,1.92,15.4,650,7362388.8,1.4,0.7,0.22,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0510,NorthBridge Bank Q2 2026 - Seasonal Promo,Banking,Seasonal Promotion,Specific,"Programmatic, Email, Direct Mail, Paid Search, Display",670000,258408,196976,61432,4.3,3.98,0.32,8.0,650,2881000.0,1.4,0.7,0.22,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0511,InsureCon EU - Seasonal Promo,Events,Seasonal Promotion,Specific,"Paid Social (LinkedIn), Organic Social, PR, Webinar",140000,209550,162348,47202,2.62,1.94,0.68,35.1,520,2185425.84,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0512,PulseAnalytics v7 - Lead Gen,B2B SaaS,Lead Generation,Specific,"Account-Based Marketing, Content Syndication, Webinar, Paid Search",110000,32772,26784,5988,11.81,9.43,2.38,25.2,1200,3360181.2,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0513,ClearWave Fall - Awareness,Telecom,Awareness,Broad,"SMS, Display",245000,714260,547865,166395,30.86,27.97,2.89,10.3,470,7098506.32,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0514,Beacon Life EU - Renewal Drive #2,Insurance,Renewal,Specific,"Paid Search, Email, Radio",80000,408238,331147,77091,83.53,76.58,6.95,9.1,780,187516045.94,1.4,0.7,0.22,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0515,PayLane 2026 - Retention Sprint,Fintech,Retention,Specific,"In-app, Influencer, Email, Paid Social (Meta)",195000,346080,282625,63455,1.54,1.42,0.12,8.5,420,1666519.01,1.4,0.7,0.22,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0516,TerraNomad v2 - Seasonal Promo #2,Travel,Seasonal Promotion,Specific,"Paid Social (Meta), Influencer",113500,284293,218125,66168,5.26,2.97,2.29,77.1,880,597010.0,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0517,NorthBridge Bank 2026 - Cross-sell Drive,Banking,Cross-sell,Broad,"Direct Mail, Paid Search, Programmatic, Display, Email",174500,808914,615696,193218,3.67,1.45,2.22,153.1,650,15939004.51,1.4,0.7,0.22,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0518,Cohort Hub v7 - Event Reg Push,Education,Event Registration,Broad,"Email, YouTube, Webinar, Paid Search, Paid Social (Meta)",14000,364529,278551,85978,14.26,3.34,10.92,326.9,360,15142887.94,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0519,VaultIQ 2027 - Renewal Drive,B2B SaaS,Renewal,Broad,online,16000,58271,45562,12709,87.02,77.63,9.39,12.1,1200,22757122.32,0.8,0.6,0.15,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0520,Forge Accounting EMEA - Trial Conversion Push,Professional Services,Trial-to-Paid Conversion,Broad,"Paid Social (LinkedIn), Email, Content Syndication",57000,50475,40819,9656,17.7,14.02,3.68,26.2,1800,2267412.48,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0521,Quanta Strategy 2026 - Launch,Professional Services,Product Launch,Broad,"Paid Social (LinkedIn), Content Syndication",121500,42485,34315,8170,10092.74,4761.09,5331.65,112.0,1800,18166932.0,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0522,MintRail - Seasonal Promo,Fintech,Seasonal Promotion,Broad,"In-app, Push Notifications",340000,416835,329935,86900,4.5,1.84,2.66,144.6,420,1530000.0,1.4,0.7,0.22,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0523,PageNest - Upsell Wave,Consumer Subscription,Upsell,Specific,"Influencer, Paid Social (Meta)",330000,176452,142596,33856,8.61,6.16,2.45,39.8,140,1214488.72,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0524,Hearth&Home Box - Trial Conversion Push,Consumer Subscription,Trial-to-Paid Conversion,Specific,paid media,280000,84867,66522,18345,20.8,16.81,3.99,23.7,140,184853.76,0.8,0.6,0.15,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0525,Lumen+ v6 - Seasonal Promo,Consumer Subscription,Seasonal Promotion,Broad,"Influencer, In-app",160000,436980,347777,89203,8.17,3.91,4.26,109.0,140,3116363.17,0.8,0.4,0.1,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
HIST_0526,Truecover Q3 2026 - Seasonal Promo,Insurance,Seasonal Promotion,Broad,paid media,621000,1000000,785322,214678,1.89,1.18,0.71,60.2,780,5513508.0,1.4,0.9,0.27,"Deterministic benchmark synthesized from the raw brief's industry, campaign type, and KPI structure."
